"pop_data.age";"household_id";"hub_id";"community_id";"community2_id"
61;13646;0;41;41
52;2325;1516;43;3
55;262;0;36;36
53;14983;533;6;17
1;2804;109;2;2
47;14041;0;13;13
33;8900;1483;49;13
20;6905;279;4;4
24;7973;1058;39;42
32;12606;1020;10;4
33;2569;0;25;25
58;5312;1272;40;49
34;3843;1622;7;20
41;2968;1516;29;29
3;9066;194;35;40
21;10632;834;22;22
47;2765;1082;45;45
55;1634;0;8;8
26;8147;1651;15;15
41;3071;0;14;45
34;131;1213;25;25
0;12167;85;35;47
20;12178;278;16;38
24;10115;257;24;24
54;8016;383;35;40
46;5755;1650;31;47
63;4591;431;35;49
26;13036;524;30;34
75;9622;0;37;11
29;15261;518;21;38
50;8314;893;34;44
23;986;271;24;24
37;11069;1463;37;37
38;9850;466;48;25
31;928;634;20;16
63;2928;0;26;26
34;13877;1041;29;14
35;15229;1369;49;49
23;2582;1262;9;9
6;15037;222;46;23
62;1545;1382;44;2
1;2375;164;16;16
8;9860;219;6;42
14;10683;250;43;43
45;728;925;49;49
41;4377;1134;33;33
47;3197;1413;7;50
3;10543;206;10;27
57;10109;0;17;6
14;4451;252;17;30
51;7463;0;27;43
23;9311;280;42;42
48;5803;1283;7;24
0;4854;0;26;26
44;13104;1402;6;6
32;3226;0;41;41
43;14833;1488;43;26
37;10010;0;46;46
25;1692;1082;45;45
10;4496;241;18;24
6;5549;236;29;29
41;12409;425;31;31
37;8521;1420;38;24
64;9939;0;13;3
18;15162;274;40;49
42;11892;736;35;40
21;1916;261;17;30
51;807;0;21;21
0;6324;0;35;49
54;651;582;46;34
14;9825;253;6;42
47;2507;1279;50;50
43;10258;313;28;28
58;13384;0;22;31
32;12875;1331;28;33
2;5162;157;37;11
15;3740;254;35;4
26;14812;808;2;44
51;538;447;43;43
52;12156;1366;5;5
38;12338;0;38;38
8;8491;221;18;24
12;1117;247;49;32
25;12183;1602;5;39
37;14922;0;32;35
10;15552;242;46;46
30;11209;460;26;11
10;9746;232;6;42
18;5668;0;24;24
76;15150;0;6;17
38;7322;1369;7;24
45;5963;1398;38;16
9;7586;222;46;46
16;6642;246;48;38
23;14034;0;43;19
48;7347;397;4;4
60;9400;0;2;44
41;1610;1357;35;35
43;1211;451;42;39
63;2313;0;26;9
48;3668;1548;4;32
24;7171;1072;4;4
45;4067;1082;12;48
34;7228;529;11;1
44;9152;656;17;17
45;14916;500;38;38
56;10640;1516;38;20
2;5672;0;15;15
57;681;0;21;21
36;13026;1213;41;41
35;12621;760;33;5
61;3881;0;38;20
47;14625;983;49;35
4;8262;216;40;40
37;2554;0;19;19
70;14370;0;19;37
49;1339;1331;35;35
39;13008;794;3;27
18;2862;293;13;10
21;7132;872;21;21
42;10604;787;47;25
63;10128;700;36;47
88;14819;0;46;34
13;5309;254;20;38
38;10705;1548;47;31
13;2910;246;33;5
4;15444;208;15;15
6;919;235;35;10
12;6032;251;31;36
9;10099;229;40;40
41;11280;1388;6;42
38;12168;1366;44;23
47;15013;520;27;13
41;2862;0;32;32
54;1239;1213;25;25
35;8285;584;6;39
46;10675;0;13;13
38;15242;1161;49;40
51;5965;727;24;38
59;4192;0;5;5
35;12643;1401;36;36
44;7406;764;5;2
28;7377;0;49;40
27;8846;717;19;26
21;7399;0;24;24
42;2121;0;13;27
45;7663;946;17;6
36;5568;1331;49;35
20;3700;260;30;5
44;6211;1605;26;26
31;8764;1405;49;40
11;2330;236;5;5
9;2830;225;49;49
46;6376;996;33;12
77;14797;0;14;29
15;10425;251;33;28
71;7742;0;44;46
35;1094;1346;26;26
57;1240;0;40;40
20;11888;1488;27;43
14;5826;251;42;39
6;12338;217;21;16
47;13160;1548;47;47
33;7427;359;3;3
65;3978;0;35;4
0;3281;0;46;23
11;11904;230;42;6
54;11024;1503;26;26
33;14333;863;14;14
48;6814;1041;49;49
14;10761;246;44;44
84;11239;0;3;10
54;9841;0;5;28
43;15493;1113;17;30
48;9632;592;30;46
27;4388;1514;31;31
16;6852;248;23;34
26;7738;1369;21;21
18;4092;0;25;41
44;12883;0;19;11
25;10166;1113;30;42
5;12978;202;18;16
1;2738;0;17;6
47;15906;0;3;3
72;9897;0;30;6
24;1119;0;37;19
53;1826;634;20;21
3;11530;199;15;39
21;15249;263;26;26
45;5779;0;46;23
47;1650;656;17;15
45;14659;1410;49;32
18;11352;276;38;20
44;15770;1612;30;30
26;11411;996;36;22
41;11232;1357;40;40
56;4050;0;6;17
50;1124;1659;26;19
27;1816;0;35;40
76;6658;0;34;46
92;13604;0;25;25
64;12630;695;10;10
12;6884;248;22;17
53;3691;0;9;26
0;4375;126;14;14
52;4934;0;7;20
20;370;0;13;13
20;15854;983;49;49
1;1780;0;29;26
44;15765;363;21;21
49;9454;1548;47;47
58;4718;0;10;10
20;1482;1413;48;48
23;4686;1369;38;38
33;8784;912;22;22
69;4267;0;49;32
58;14872;0;24;24
10;14;242;32;32
47;12657;1291;26;11
11;2250;230;17;6
0;8645;0;28;33
23;9779;0;2;2
10;13101;235;13;32
23;10985;281;20;21
45;7497;0;47;36
32;13680;1128;40;49
21;3592;1463;11;19
5;4349;212;19;43
66;10824;0;2;46
44;13426;1496;42;42
75;3351;0;6;17
35;8222;0;37;37
4;7235;215;6;6
38;1007;804;4;4
36;1368;1223;29;14
58;1792;1515;11;26
11;2603;218;45;4
48;10804;1475;11;11
37;4370;1041;24;24
37;10275;942;33;33
12;1284;252;17;6
16;2492;246;13;13
24;14491;0;30;6
21;13874;271;21;38
38;1159;642;17;30
6;4394;229;21;21
40;1296;524;46;46
29;5593;451;42;6
9;4945;218;20;38
16;12644;246;23;23
17;13040;254;9;26
16;11596;251;47;48
46;11065;0;25;25
52;1788;0;6;42
13;5774;252;28;33
38;9297;1252;20;7
7;15138;0;7;38
1;11051;171;24;24
37;2206;1288;20;16
52;7886;0;2;5
33;1459;0;9;9
53;342;1098;21;24
0;9428;190;6;30
6;13837;223;25;25
46;6326;493;19;19
50;11720;1129;8;16
75;14698;0;40;49
14;6987;254;39;39
65;8104;0;17;6
16;5203;247;31;41
38;10266;1213;25;25
4;385;212;18;7
6;174;223;25;25
60;10342;539;38;21
29;4448;313;46;34
32;13661;1369;38;38
14;13429;252;17;17
0;10417;0;32;13
52;15921;613;38;24
47;6325;1357;35;32
6;15061;231;46;23
24;3986;308;35;35
3;13761;193;38;24
68;14692;0;35;49
61;625;0;26;19
15;6821;252;22;44
11;5488;222;24;21
28;6631;1484;39;39
53;9846;1371;36;36
35;6294;1293;49;35
56;2594;0;7;38
17;15193;251;31;31
0;7033;0;28;28
62;13868;0;42;39
30;11955;642;17;30
39;90;1284;6;42
15;358;248;31;47
53;4707;0;32;13
46;15066;704;21;24
24;6834;281;49;32
8;7912;223;28;33
73;6514;0;33;33
8;3630;233;19;26
31;6208;1241;8;16
38;10456;763;20;7
6;13042;217;49;49
53;15128;444;13;3
23;5483;257;5;42
23;14783;717;3;3
14;4920;251;6;6
20;9440;305;45;45
1;13039;0;21;21
3;14141;216;39;39
36;4977;466;41;25
17;4666;254;45;45
37;729;0;49;49
17;2270;251;30;30
18;11873;0;16;16
35;2016;1177;12;28
13;13120;252;3;3
58;2697;0;46;30
77;1401;0;33;33
62;10635;0;43;27
84;12491;0;7;18
49;14257;0;24;24
75;10237;0;26;26
60;10424;568;14;14
41;14575;501;38;21
47;113;584;42;39
30;13695;0;3;3
20;7908;299;7;7
32;10485;794;43;43
44;12703;1439;6;30
30;12619;1499;21;21
26;8807;466;25;25
18;2870;1041;29;29
12;7245;253;13;13
61;4597;0;26;26
45;2266;813;10;26
32;10452;429;17;30
34;3213;341;39;6
58;8821;0;34;46
24;5152;989;26;26
51;9761;1488;40;49
48;15660;433;1;37
64;8231;0;17;17
0;7172;19;12;33
37;5791;1041;45;45
16;7197;254;24;24
33;9613;1113;42;6
24;10649;1117;3;3
16;349;246;6;6
45;8158;1388;42;42
46;5024;1466;22;22
52;15212;341;23;23
36;4254;1041;14;45
56;689;460;9;29
20;4247;265;6;6
18;6087;694;16;38
8;10123;233;26;26
21;3686;308;40;40
56;4587;0;11;26
1;12061;107;35;35
18;2039;0;47;47
53;14573;574;42;42
68;11087;0;3;3
36;11377;720;30;30
25;607;1028;9;29
44;3229;1594;44;2
64;8261;1660;49;32
45;7098;0;40;35
17;5493;248;9;29
67;4076;0;29;29
47;5488;1119;24;21
61;1033;0;8;16
58;2975;0;21;21
49;8276;1223;29;29
6;6203;229;13;13
33;7813;1488;19;11
74;3032;0;14;45
60;5187;0;33;28
59;669;0;46;34
31;4271;0;38;24
51;6367;989;43;26
17;8625;253;17;6
12;6250;248;24;21
15;1364;248;24;21
0;15916;106;5;5
10;6625;223;38;38
32;14250;1213;12;12
3;4793;205;24;24
41;12562;0;2;23
53;13717;1543;28;33
7;1371;222;22;22
49;11688;1054;40;40
73;12665;0;35;49
42;15431;1398;20;21
38;3645;541;39;39
61;8354;0;20;7
69;3705;0;47;25
51;8220;0;38;38
54;4754;929;45;14
57;6236;688;11;19
3;8834;196;46;2
1;1014;134;36;36
0;1884;62;38;24
44;1974;0;42;42
36;7112;0;34;44
48;916;1198;27;13
21;1049;1161;49;40
53;4775;765;31;31
42;879;0;47;35
46;6326;1482;26;19
37;2787;313;17;6
29;12956;1113;42;6
48;13327;704;16;20
44;6288;1307;49;49
65;3524;0;26;26
12;7267;248;6;6
72;10870;0;9;9
52;15022;0;4;10
37;414;451;6;42
57;3251;0;45;50
27;12681;1357;40;40
13;10489;246;47;31
24;5947;1543;46;30
26;3332;1620;12;8
37;14947;448;40;40
18;12148;267;14;14
26;3170;747;21;21
50;2599;1319;46;44
54;14887;1577;6;6
33;10410;359;3;3
45;2951;528;36;31
42;4920;0;6;6
37;10095;1676;45;4
58;10032;0;17;6
46;15405;582;12;25
7;11507;234;6;6
49;12918;0;46;22
77;7866;0;49;40
40;14634;0;7;18
35;2989;479;34;46
13;5019;251;6;42
0;3494;0;3;43
28;10400;411;25;48
47;11968;1213;12;48
57;8034;0;17;17
50;14687;854;20;20
63;12914;0;16;16
48;12589;1266;6;6
12;13617;248;28;41
48;3141;1041;50;50
52;4714;717;3;43
11;303;236;21;21
40;3003;575;49;35
51;1132;1128;35;49
17;3969;252;6;39
31;9148;1516;26;19
38;7143;1113;42;39
20;14293;0;27;43
24;1161;0;17;17
36;14462;0;45;45
66;6104;0;49;47
34;9706;1376;27;3
4;6375;196;7;7
43;9926;1124;7;38
37;11162;419;33;12
56;12170;0;44;44
13;3101;252;24;21
55;7653;909;47;48
25;10323;1413;49;49
26;578;1496;39;42
70;6715;0;12;41
53;2973;717;3;43
19;129;300;23;46
31;2263;900;46;44
4;9349;202;10;10
37;9116;1357;35;40
21;11228;263;11;1
35;5069;1065;44;2
50;11226;573;10;32
41;1626;633;26;26
68;1742;0;4;45
9;10617;223;28;33
53;7671;1516;10;29
51;14099;1504;19;19
48;9595;1472;6;6
21;11654;1045;18;24
25;10384;1110;46;34
12;12693;248;45;4
19;10677;277;11;43
6;13951;227;21;21
49;15788;729;24;24
47;3589;815;4;10
7;8321;225;13;40
38;14937;652;23;46
43;2336;0;41;28
14;7815;248;42;39
72;7011;0;27;27
29;10858;1668;17;17
6;2476;242;21;24
54;1880;0;42;6
22;14434;0;20;38
12;11481;254;9;14
62;12317;0;40;40
20;14334;310;21;21
18;9213;257;38;21
21;6171;260;19;9
15;12686;248;38;16
66;11471;0;15;17
61;669;0;2;46
35;15358;0;46;23
9;14354;244;21;38
47;9031;1688;23;2
84;10718;0;49;49
41;2572;1063;16;20
12;4793;252;18;24
12;1059;247;35;40
1;5256;127;14;14
22;14843;263;19;19
6;15380;229;40;40
11;2915;217;43;43
21;5765;279;4;4
9;13152;236;21;20
34;15040;1167;46;46
41;7683;0;31;31
24;14104;284;40;40
3;2748;207;8;20
40;6417;1112;42;42
9;10884;235;10;10
39;6633;380;6;6
70;1996;0;15;17
19;11414;283;12;33
22;9524;298;21;38
2;11656;85;16;8
53;11370;1394;17;17
48;3797;1147;35;4
67;6056;0;42;42
49;6254;0;26;19
33;9938;912;21;47
76;13272;0;39;42
11;2453;229;46;34
35;15895;864;38;38
53;3568;1369;24;21
38;2479;0;30;17
36;2499;1332;3;13
40;10852;493;26;26
76;5389;0;25;25
26;2063;1041;10;10
4;3556;200;13;13
12;5468;248;36;31
6;14133;218;26;9
19;10059;300;6;6
41;13027;999;40;40
18;14429;280;6;39
17;4101;249;15;15
18;13220;263;9;26
41;5128;682;7;20
46;1973;0;43;27
13;9536;252;21;24
11;13937;224;43;19
40;4777;0;46;44
65;9984;0;11;11
14;13375;248;31;31
64;11431;487;7;7
23;14531;0;18;45
65;9434;0;32;35
21;12087;299;34;22
43;7730;0;21;24
35;8049;0;26;26
8;6203;237;13;32
74;7902;0;10;29
31;8128;1536;3;10
19;11088;255;12;12
36;13528;859;28;28
2;10060;46;4;4
31;13540;1161;40;49
57;9801;0;6;6
18;8954;0;49;40
53;12345;0;39;42
19;11816;288;39;39
17;7122;251;47;41
20;14148;271;38;20
24;2019;276;21;24
40;2924;730;49;49
44;15555;680;7;7
27;8991;855;18;50
44;3482;425;36;31
5;5151;211;18;7
68;4363;0;18;18
38;9206;1369;24;21
25;1455;1262;29;29
46;2525;1362;36;40
65;15724;0;38;38
57;13831;0;26;19
78;2896;0;35;49
21;2254;274;40;40
30;7604;595;36;49
7;6534;237;14;14
7;4773;220;14;4
40;15581;1589;39;42
60;5613;1516;19;19
18;14190;1369;24;21
31;9846;0;31;36
40;10496;458;46;46
7;4406;227;21;21
29;9407;1138;47;36
67;11087;0;3;3
50;8893;1433;31;22
11;13273;232;46;22
37;930;1488;19;37
25;1831;1113;42;42
55;10710;0;15;15
30;9289;518;32;32
71;14124;0;26;11
47;6029;419;38;38
34;7847;0;24;38
22;12855;299;42;5
46;9485;1369;5;5
59;12646;0;14;14
19;1348;272;26;43
71;9689;0;27;13
19;2668;301;12;25
7;8729;230;6;17
19;3792;520;16;20
0;1809;77;46;46
3;8243;196;45;4
84;1338;0;3;43
50;11768;460;26;29
61;9984;447;19;11
36;12338;1113;20;20
37;14920;0;32;4
43;11690;1286;16;38
4;4929;207;2;46
47;13578;1245;10;32
25;14794;0;28;5
43;4675;1557;45;50
19;5741;0;21;25
34;10565;1318;35;35
32;1674;1369;49;49
15;13794;252;24;7
34;1777;1028;9;9
5;8691;205;21;38
33;1501;580;17;17
45;7945;1615;11;11
6;149;229;36;36
46;12182;588;31;47
9;4650;235;14;14
6;15446;233;26;19
10;9199;236;47;4
4;10687;196;32;32
18;12883;294;26;11
72;11751;0;28;28
13;13527;246;12;33
19;6718;0;28;28
55;15438;0;42;39
6;8431;240;42;42
6;9112;230;15;42
5;12322;215;20;20
31;1520;1489;12;33
51;9985;0;46;23
29;15218;745;21;20
23;1430;297;4;4
67;5046;0;34;44
59;7789;1316;13;3
26;3810;524;44;46
18;1220;256;7;7
2;8428;152;32;13
43;3910;0;32;32
6;6962;241;20;21
52;93;1682;43;27
47;1039;958;47;31
71;9897;0;6;30
6;14869;226;49;35
45;11432;444;40;40
51;9468;1028;14;9
37;509;999;43;43
19;14916;277;38;20
13;13078;249;41;47
24;12993;269;48;48
45;9789;525;28;33
40;11447;716;21;24
2;11313;0;6;6
48;14550;0;26;19
40;6639;0;10;10
57;11113;0;12;33
63;9493;769;5;39
39;4773;0;45;45
56;5590;0;14;14
44;3119;1142;40;35
84;15067;0;5;30
24;6410;0;22;30
51;2017;0;43;43
53;8754;1463;19;19
17;7219;247;32;32
42;4194;509;49;40
62;1327;0;39;42
65;164;0;16;20
9;9536;220;24;24
51;11169;1633;15;15
17;5373;252;28;41
42;8923;717;29;29
68;12141;0;14;14
52;7978;0;22;44
25;10622;1148;16;20
7;13578;235;35;10
18;9509;447;43;27
45;4450;1482;35;35
11;12971;236;25;47
44;10320;996;24;24
3;14368;214;38;7
41;7545;524;41;28
19;9585;299;42;39
5;9942;197;26;19
37;9448;726;6;6
1;2332;22;43;43
44;8702;0;24;21
23;8731;0;28;28
6;6417;230;42;6
6;13049;219;6;15
14;4322;251;28;33
30;11157;1213;20;16
44;9376;471;28;28
28;7104;1602;42;39
21;1;664;35;35
25;7845;1631;11;37
91;11890;0;31;36
19;15604;281;4;32
30;12322;1148;16;20
40;11251;0;21;21
45;9942;0;26;26
53;12020;1161;35;35
19;12785;0;20;20
10;12215;222;2;46
9;15256;0;31;31
83;5508;0;43;27
29;2488;380;15;15
57;11150;0;18;50
28;8926;736;49;49
57;11651;0;21;21
21;5889;933;40;49
61;13863;0;6;6
39;6603;425;2;2
53;12488;508;49;49
79;1764;0;40;49
66;10696;0;40;49
28;15029;1387;1;1
60;2361;417;47;31
69;14347;0;10;13
37;2294;989;19;26
10;3624;226;49;40
53;13271;985;33;33
47;9777;1132;14;14
86;5907;0;20;16
5;4326;192;4;45
18;14334;0;24;24
2;352;136;19;19
40;11893;1516;50;50
5;7933;215;41;31
29;7557;875;46;17
29;13712;881;40;40
14;14472;251;28;28
18;3011;309;25;47
1;10897;0;21;21
50;8383;341;17;17
4;1789;196;47;47
72;10221;0;2;44
3;5520;200;2;2
39;10838;313;6;15
36;10685;0;4;4
8;15193;236;31;31
35;14893;1142;32;13
10;2211;229;12;12
17;15720;252;24;38
17;11197;248;19;11
23;9439;296;5;5
76;14028;0;49;49
18;2168;1688;42;42
39;11125;0;21;24
49;107;0;42;42
31;10582;338;6;17
26;11856;1414;24;24
41;7312;1516;9;9
10;14559;225;38;24
43;15259;417;24;24
9;5492;223;25;25
56;887;0;3;10
46;7400;0;35;35
50;1408;1142;10;10
27;2544;1213;41;12
23;12668;296;39;42
24;1341;777;5;2
12;2371;251;23;22
10;8693;224;32;13
60;10967;1440;20;20
48;14670;1035;35;40
32;10627;1213;38;21
17;13386;246;41;28
64;9318;1477;17;17
47;9027;369;1;11
60;5702;0;7;38
68;2238;0;40;40
36;14933;0;32;35
22;1576;272;3;43
54;2567;1516;9;26
29;6990;1639;49;49
63;12335;0;35;35
21;38;277;40;35
21;13972;311;42;42
45;8986;1142;13;13
19;13673;290;5;33
3;2237;196;22;22
38;10645;1399;48;12
3;1845;196;49;35
33;5325;0;42;42
14;15512;250;21;25
42;1426;1671;44;2
3;13343;196;21;21
79;12493;0;13;35
49;2453;1357;46;46
6;10900;241;43;27
41;11831;1218;34;34
5;12986;215;8;20
31;8630;524;6;17
37;2708;975;9;19
25;5901;624;17;17
24;5860;262;37;11
20;9100;487;24;18
22;8656;968;13;13
60;14073;0;6;6
41;6204;1331;35;35
3;3940;207;30;17
65;8818;0;34;5
61;3597;0;45;45
35;3642;0;41;41
6;15552;231;23;44
1;10436;57;49;35
13;3467;246;40;49
17;6724;252;31;36
10;15046;219;5;42
61;7477;1638;36;36
56;6451;663;23;46
17;6655;246;40;40
46;12320;320;11;11
35;13048;451;6;6
4;9482;208;15;39
41;13714;651;13;32
34;10233;885;24;24
56;8970;0;39;39
32;3749;0;26;26
5;4490;204;29;10
42;14129;1382;2;46
32;9127;1165;49;40
44;10657;509;40;40
27;11922;1148;38;38
33;228;611;25;12
52;7808;0;9;29
20;4987;257;42;6
17;14344;251;49;40
46;521;1482;21;48
66;10769;0;5;39
27;2519;1028;29;9
14;9069;251;6;42
83;15697;0;40;40
23;4334;1021;7;38
45;2439;1388;42;42
5;3684;215;41;47
42;5886;1419;10;10
70;6499;0;31;31
47;711;838;35;4
53;11474;717;43;43
46;4806;1067;30;30
48;11490;612;36;36
42;7288;1500;22;31
24;14815;0;18;18
35;6447;996;44;46
73;11178;0;13;32
16;6607;247;7;38
48;5941;524;30;30
52;12554;0;18;50
44;14832;1444;50;18
31;5112;1082;29;29
2;12289;38;17;17
26;8668;808;46;46
60;4072;1500;2;2
15;11297;247;21;21
21;8251;301;36;40
47;11711;1462;27;43
34;2774;0;23;2
38;8129;1516;26;26
57;7289;0;41;31
68;13313;0;45;4
34;15303;1035;40;35
12;3236;252;7;20
36;13748;1593;39;42
29;11820;1488;11;37
34;6956;0;4;14
33;3475;648;38;24
25;14360;624;17;6
52;5152;1488;26;11
7;837;242;16;38
39;10610;1504;19;26
32;8790;0;26;19
51;14408;1307;35;35
31;6542;0;35;40
12;10078;254;18;18
22;11766;693;21;38
56;3764;0;10;10
41;15169;1581;20;38
37;7929;600;6;42
34;6447;1500;2;46
24;14302;296;46;23
37;11955;584;30;30
75;14734;0;26;26
3;843;216;28;12
63;1099;0;42;42
43;5759;0;40;40
37;3194;912;31;41
34;12925;0;16;38
41;8504;1091;28;33
30;4441;313;6;6
13;14613;254;46;46
7;8273;217;40;49
44;15546;1599;46;23
15;2660;249;20;38
12;15412;249;6;6
35;11463;1548;41;47
52;7116;1413;40;49
52;3257;1496;39;39
37;2752;1267;46;2
12;1426;246;44;44
34;13836;520;43;43
53;15174;1651;39;42
9;15348;218;26;26
25;15022;1165;32;4
22;10880;293;11;11
41;534;0;4;45
28;5813;479;17;17
47;5025;976;23;44
18;2800;1124;7;24
49;6724;595;31;47
20;1904;885;29;14
21;11503;270;40;13
48;6209;313;17;17
82;9437;0;17;30
31;1577;1066;17;17
3;392;196;38;16
40;2843;1091;28;33
51;1308;0;22;22
15;3828;252;30;30
66;3378;0;14;45
41;1564;0;38;21
65;2640;0;44;46
19;14479;274;35;49
48;11174;1357;40;40
72;13062;0;50;50
24;13993;717;43;43
56;7146;380;15;15
40;12954;1134;33;5
12;4505;247;40;40
8;841;228;19;19
34;13530;0;36;31
47;5659;1121;30;23
11;6622;227;7;16
41;12867;0;40;35
74;4558;0;43;43
44;7210;541;44;44
24;15159;382;38;38
44;15247;1142;13;13
56;15208;516;40;49
7;5489;220;45;14
7;3912;234;6;15
37;10932;0;19;37
12;5466;246;8;20
32;13723;0;32;13
38;1268;1390;24;7
35;6979;1615;19;11
16;11850;252;26;26
53;9362;0;41;25
19;403;302;2;2
20;13756;0;19;19
28;7817;717;43;43
13;6997;254;40;40
23;2491;0;32;10
47;5723;0;27;43
7;9691;0;32;49
46;8529;1154;49;40
18;6232;272;16;20
43;12024;834;46;46
5;7660;196;32;35
54;642;582;2;44
20;11698;0;42;6
7;4876;229;23;34
51;11897;1319;3;13
64;13285;0;42;42
43;522;1279;21;21
37;7988;1536;3;32
49;412;466;38;20
29;3495;1461;47;41
44;5103;983;49;49
44;468;370;3;3
15;3681;249;24;21
11;11292;220;20;7
2;13387;0;4;45
47;14262;1516;9;9
48;9769;1357;35;40
75;3183;0;24;24
10;1607;223;33;28
39;9048;627;29;29
78;1221;0;21;21
8;14963;231;2;46
2;9808;0;23;23
7;10263;235;49;35
13;13916;254;21;21
23;11947;303;18;18
40;6962;0;20;20
22;12357;260;24;38
47;4695;1488;3;27
18;6282;264;46;46
60;9501;0;42;42
46;11764;441;41;12
52;8140;518;4;4
17;237;252;10;29
66;7123;0;23;44
16;11695;254;43;10
2;10030;22;43;43
28;201;996;46;46
33;8828;1134;5;5
48;3154;320;11;11
34;8372;1342;24;21
71;12832;0;49;49
6;12169;223;35;32
27;6153;397;47;36
52;14957;1142;3;3
14;8520;251;42;42
29;7437;1410;3;3
36;7872;1463;9;9
9;8227;220;33;33
56;7445;1369;21;21
72;14532;0;17;6
63;12465;1163;50;20
57;8417;0;29;9
11;4506;241;31;31
42;12368;1095;31;31
60;9627;0;3;3
52;11485;999;3;3
56;14826;0;35;35
43;5309;1320;21;21
49;3303;1369;8;38
22;5540;261;25;12
50;13946;458;25;21
38;5829;0;10;29
45;5426;460;11;11
50;9218;1622;7;18
35;7314;1129;24;38
13;5873;246;38;21
62;163;933;49;47
33;10839;1216;15;15
75;5504;0;21;21
58;8417;0;29;9
4;7630;205;18;18
45;14537;0;21;24
13;8810;254;35;40
65;2067;0;28;28
42;9953;0;39;42
42;7564;0;40;40
53;3430;320;37;11
56;6298;1134;42;42
8;1015;220;14;10
20;1682;0;3;3
74;10635;0;43;43
16;15807;252;46;23
10;4291;225;38;20
67;15118;0;28;28
56;7685;0;9;29
56;3663;1543;22;22
45;6337;0;32;32
18;1454;303;39;39
7;13908;219;42;42
74;14730;0;6;17
58;8246;0;24;47
60;7290;0;33;12
58;6216;1307;40;49
16;9672;250;42;39
1;10021;142;42;6
47;5815;1186;32;10
13;15895;252;38;38
45;11976;420;6;15
18;11448;0;46;46
42;6318;1161;24;18
30;5864;1148;21;21
85;7925;0;14;4
7;819;229;23;44
17;9132;246;38;38
35;1274;0;25;25
58;6798;0;24;38
99;6097;0;10;10
60;14560;0;16;20
47;1112;383;35;40
20;1623;1581;38;21
45;15265;515;21;24
24;1959;0;25;25
17;6942;252;27;13
64;9693;0;8;8
28;11228;1381;11;11
33;2381;1246;32;32
49;3938;0;20;38
51;1884;0;38;24
9;1778;235;32;32
3;13686;213;47;35
15;7452;251;44;46
10;10966;232;6;6
0;4465;0;31;36
16;14086;250;4;4
42;553;1467;41;47
61;11489;0;39;39
15;8067;247;40;49
53;107;451;6;42
30;14542;1153;12;12
23;5076;306;10;29
5;598;194;23;22
20;5800;255;21;21
26;12770;466;20;21
33;1724;1488;26;26
43;10311;1098;40;40
27;7921;568;14;29
46;634;0;24;7
42;11065;1369;25;47
77;3199;0;19;19
9;6960;224;43;43
57;8737;1488;15;6
64;1394;0;4;14
41;8421;1516;29;29
9;9822;233;19;19
72;4669;0;49;35
55;714;0;33;12
3;7634;215;2;23
5;14555;216;5;5
46;12700;451;42;6
38;34;1622;20;20
70;15266;0;49;40
54;14426;620;10;3
67;8728;0;26;19
20;14895;265;44;41
44;15019;529;43;43
13;11210;251;30;17
22;14801;290;12;41
18;5999;0;40;13
85;14086;0;45;4
21;8281;0;21;21
64;10747;0;21;20
14;361;251;17;30
14;4746;247;35;47
73;1304;0;39;42
47;12285;1568;27;27
43;12873;720;42;42
38;10428;0;40;49
65;10779;0;31;36
40;5872;1270;33;28
5;12475;198;37;11
9;14779;239;31;36
32;7422;1365;28;28
13;11851;252;36;31
74;3107;0;19;26
16;11139;249;38;38
52;4842;1306;15;42
66;4641;0;25;12
36;7159;1356;24;24
18;5800;0;38;21
50;10198;0;42;30
6;14543;240;42;42
6;6756;0;14;14
15;4810;254;17;17
51;6486;0;17;17
40;10594;0;24;24
22;11573;0;40;35
15;8942;252;9;26
0;14038;127;47;49
19;11932;306;21;38
59;15035;0;48;25
42;6745;987;35;35
23;8562;383;49;35
43;7540;359;35;32
34;7124;0;46;46
0;14012;91;32;32
21;384;0;16;20
37;15471;313;15;6
40;12971;1485;48;41
32;5853;479;44;2
43;5394;1499;41;12
24;10850;304;18;18
29;2032;863;14;4
32;15284;389;42;5
64;15592;515;38;24
2;8120;3;13;3
21;3971;444;49;35
60;15103;0;42;39
35;13164;1098;49;35
41;13100;1496;39;39
11;4010;227;25;8
57;3347;1112;6;42
46;4433;938;29;26
39;9321;1306;6;15
28;7704;0;21;20
80;13282;0;25;48
65;14458;0;20;16
13;1842;253;30;6
4;11153;201;20;16
28;10453;0;30;30
51;14183;1223;32;32
12;4617;254;2;46
68;2382;0;46;46
0;9204;76;38;21
23;3404;266;32;10
9;12997;226;40;49
64;1663;0;32;32
53;13920;1336;47;47
30;15007;454;2;2
59;13144;0;7;18
63;898;0;40;40
2;15328;0;45;47
29;6324;0;35;49
39;8733;0;17;30
47;7081;444;35;40
13;2554;252;11;19
56;1197;0;2;46
17;8115;252;2;23
33;8214;1041;38;20
14;15713;246;41;12
5;3939;215;30;30
54;3736;0;24;21
12;11160;252;43;11
52;5052;1488;11;19
17;12921;247;49;49
13;13793;252;40;49
4;12663;192;16;7
58;8405;0;45;14
40;3615;447;11;19
58;15293;0;31;36
63;8577;0;17;15
21;15712;298;43;26
34;11380;0;37;19
32;3582;1082;14;29
29;10662;1041;35;35
26;5008;0;16;38
28;11922;785;16;38
40;14450;1153;33;41
78;7500;0;39;42
